Match,Result,,,,,Event,Edition,Date/time,Round/game,Restreamer/location,,HW,AW,HM,AM,,,
23027,SAUCE,1,3,RORY,,Eat my Elo,,06/11/2021 01:58:22,,Rory,,0,1,126,1080,,,
23028,MICHU,4,1,ITGBALBAR,,Poland League,,06/11/2021 15:00:00,Division 1,Foryst / Bakadrian,,1,0,130,108,,,
23029,GRESIU,4,0,KAROL M,,Poland League,,06/11/2021 15:30:00,Division 3,Cwiekoszczak,,1,0,1,1,,,
23030,DOBRYCZLEK,4,2,SWIDR,,Poland League,,06/11/2021 17:00:00,Division 2,Cwiekoszczak,,1,0,85,122,,,
23031,GRESIU,4,3,GRZECHOOO,,Poland League,,06/11/2021 18:00:00,Division 3,Cwiekoszczak,,1,0,2,1,,,
23032,GIO,3,2,JOHANN,,CTLATAM Copados,November 2021,06/11/2021 18:05:00,Quarter-final,Joacozep,,1,0,147,301,,,
23033,GIO,3,2,HEIST,,CTLATAM Copados,November 2021,06/11/2021 18:50:00,Semi-final,Joacozep,,1,0,148,224,,,
23034,GRESIU,4,1,KUBOXXXXX,,Poland League,,06/11/2021 19:00:00,Division 3,Cwiekoszczak,,1,0,3,46,,,
23035,OSCAR,1,3,ALEJODIOS,,CTLATAM Copados,November 2021,06/11/2021 19:25:00,Quarter-final,Joacozep,,0,1,61,181,,,
23036,INSANISO,3,1,MENDION,,CTLATAM Copados,November 2021,06/11/2021 20:05:00,Quarter-final,Joacozep,,1,0,93,128,,,
23037,INSANISO,3,2,ALEJODIOS,,CTLATAM Copados,November 2021,06/11/2021 20:30:00,Semi-final,Joacozep,,1,0,94,182,,,
23038,PENGUINPANIC,2,3,RORY,,Eat my Elo,,06/11/2021 20:37:51,,Rory,,0,1,250,1081,,,
23039,PENGUINPANIC,2,3,RORY,,Eat my Elo,,06/11/2021 20:57:51,,Rory,,0,1,251,1082,,,
23040,GIO,1,3,INSANISO,,CTLATAM Copados,November 2021,06/11/2021 21:10:00,Final,Joacozep,,0,1,149,95,,,
23041,PENGUINPANIC,3,0,RORY,,Eat my Elo,,06/11/2021 21:17:51,,Rory,,1,0,252,1083,,,
23042,PENGUINPANIC,3,0,RORY,,Eat my Elo,,06/11/2021 21:37:51,,Rory,,1,0,253,1084,,,
23043,BOXIE,3,0,RORY,,Eat my Elo,,06/11/2021 23:04:52,,Rory,,1,0,492,1085,,,
23044,BOXIE,3,1,RORY,,Eat my Elo,,06/11/2021 23:24:52,,Rory,,1,0,493,1086,,,
23045,JAANUUSH,4,1,NEWCAT07,,Poland League,,07/11/2021 17:00:00,Division 4A,Dobryczlek,,1,0,4,6,,,
23046,MARTS,1,3,RORY,,Eat my Elo,,07/11/2021 20:12:21,,Rory,,0,1,861,1087,,,
23047,MARTS,2,3,RORY,,Eat my Elo,,07/11/2021 20:32:21,,Rory,,0,1,862,1088,,,
23048,321MRHAATZ,3,2,BEA,,CTLATAM Promesas,November 2021,07/11/2021 21:10:00,Quarter-final,Johann,,1,0,11,2,,,
23049,THREESTWOS,3,1,RORY,,Eat my Elo,,07/11/2021 21:14:47,,Rory,,1,0,27,1089,,,
23050,TOURIST,3,2,RORY,,Eat my Elo,,07/11/2021 21:34:47,,Rory,,1,0,139,1090,,,
23051,KINGSMAN,0,3,RORY,,Eat my Elo,,07/11/2021 21:54:47,,Rory,,0,1,653,1091,,,
23052,KINGSMAN,3,1,RORY,,Eat my Elo,,07/11/2021 22:14:47,,Rory,,1,0,654,1092,,,
23053,KINGSMAN,2,3,RORY,,Eat my Elo,,07/11/2021 22:34:47,,Rory,,0,1,655,1093,,,
23054,PALAO,3,1,SELFURIAS,,CTLATAM Promesas,November 2021,07/11/2021 23:10:00,Quarter-final,Johann,,1,0,9,2,,,
23055,ELPAILTEM,0,3,RORY,,Eat my Elo,,07/11/2021 23:14:31,,Rory,,0,1,397,1094,,,
23056,ELPAILTEM,0,3,RORY,,Eat my Elo,,07/11/2021 23:34:31,,Rory,,0,1,398,1095,,,
23057,NOWI,2,3,KINGSMAN,,CTLATAM Mufados,November 2021,07/11/2021 23:40:00,Quarter-final,Johann,,0,1,7,656,,,
23058,ELPAILTEM,3,1,RORY,,Eat my Elo,,07/11/2021 23:54:31,,Rory,,1,0,399,1096,,,
23059,ALFALFA,2,3,TEBANOKU,,CTLATAM Mufados,November 2021,08/11/2021 00:10:00,Round 0,Johann,,0,1,31,218,,,
23060,ELPAILTEM,2,3,RORY,,Eat my Elo,,08/11/2021 00:14:31,,Rory,,0,1,400,1097,,,
23061,ANGRYRORO,2,3,GUARDIANPSYCHO,,CTG,Overdrive (pre-season),08/11/2021 00:30:00,,Sharky,,0,1,131,33,,,
23062,IVORY,2,3,SZYMEN,,CTG,Overdrive (pre-season),08/11/2021 00:30:00,,Sharky,,0,1,2,16,,,
23063,MRFAQ,3,1,TEBANOKU,,CTLATAM Mufados,November 2021,08/11/2021 00:30:00,Quarter-final,Johann,,1,0,145,219,,,
23064,PEYTON,3,2,HEIST,,Peyton's Playhouse,Eat my Elo,08/11/2021 00:32:00,Match 1,Peyton,,1,0,186,225,,,
23065,ELPAILTEM,3,2,RORY,,Eat my Elo,,08/11/2021 00:34:31,,Rory,,1,0,401,1098,,,
23066,PEYTON,3,0,RICHARD WOLF VI,,Peyton's Playhouse,Eat my Elo,08/11/2021 00:39:00,Match 2,Peyton,,1,0,187,83,,,
23067,ELPAILTEM,2,3,RORY,,Eat my Elo,,08/11/2021 00:54:31,,Rory,,0,1,402,1099,,,
23068,KINGSMAN,0,2,THEGUARDIANPM,,CTG,Overdrive (pre-season),08/11/2021 00:55:00,,Sharky,,0,1,657,15,,,
23069,WIDE,0,2,THEGUARDIANPM,,CTG,Overdrive (pre-season),08/11/2021 00:55:00,,Sharky,,0,1,128,16,,,
23070,PEYTON,3,0,HEIST,,Peyton's Playhouse,Eat my Elo,08/11/2021 01:00:00,Match 3,Peyton,,1,0,188,226,,,
23071,MARTS,2,3,RORY,,Eat my Elo,,08/11/2021 01:14:31,,Rory,,0,1,863,1100,,,
23072,IVORY,3,1,SZYMEN,,CTG,Overdrive (pre-season),08/11/2021 01:20:00,,Sharky,,1,0,3,17,,,
23073,PUPPYBALL,3,0,RYEN,,CTG,Overdrive (pre-season),08/11/2021 01:20:00,,Sharky,,1,0,149,45,,,
23074,PEYTON,3,2,RICHARD WOLF VI,,Peyton's Playhouse,Eat my Elo,08/11/2021 01:30:00,Match 4,Peyton,,1,0,189,84,,,
23075,PEYTON,3,1,RICHARD WOLF VI,,Peyton's Playhouse,Eat my Elo,08/11/2021 01:30:00,Match 5,Peyton,,1,0,190,85,,,
23076,MARTS,3,0,RORY,,Eat my Elo,,08/11/2021 01:34:31,,Rory,,1,0,864,1101,,,
23077,IVORY,1,3,CHRIS FORYST,,CTG,Overdrive (pre-season),08/11/2021 01:45:00,,Sharky,,0,1,4,213,,,
23078,PEEKAYRIC,3,0,BOXIE,,CTG,Overdrive (pre-season),08/11/2021 01:45:00,,Sharky,,1,0,210,494,,,
23079,SUPERMINES,3,1,PUPPYBALL,,CTG,Overdrive (pre-season),08/11/2021 02:10:00,,Sharky,,1,0,10,150,,,
23080,SUPERMINES,3,0,PEEKAYRIC,,CTG,Overdrive (pre-season),08/11/2021 02:10:00,,Sharky,,1,0,11,211,,,
23081,PRIMERTECH,1,3,CHRIS FORYST,,CTG,Overdrive (pre-season),08/11/2021 02:35:00,,Sharky,,0,1,1,214,,,
23082,SUPERMINES,3,1,PENGUINPANIC,,CTG,Overdrive (pre-season),08/11/2021 02:35:00,,Sharky,,1,0,12,254,,,
23083,IVORY,3,1,CHRIS FORYST,,CTG,Overdrive (pre-season),08/11/2021 03:00:00,,Sharky,,1,0,5,215,,,
23084,TUGI,0,3,TORZSA,,Eat my Elo,,08/11/2021 14:12:11,,Tugi,,0,1,244,111,,,
23085,NISHI,4,0,NEWCAT07,,Poland League,,08/11/2021 17:15:00,Division 4A,Swidr,,1,0,13,7,,,
23086,NISHI,4,2,WHITE MONSTER,,Poland League,,08/11/2021 17:45:00,Division 4A,Swidr,,1,0,14,6,,,
23087,POOP_CAT,4,1,CINEQ,,Poland League,,08/11/2021 19:30:00,Division 4B,Mleczak,,1,0,1,1,,,
23088,CINEQ,4,1,DDUR,,Poland League,,08/11/2021 20:00:00,Division 4B,Mleczak,,1,0,2,1,,,
23089,NISHI,4,0,JAANUUSH,,Poland League,,08/11/2021 20:25:00,Division 4A,Dobryczlek,,1,0,15,5,,,
23090,JAANUUSH,4,3,WHITE MONSTER,,Poland League,,08/11/2021 20:45:00,Division 4A,Dobryczlek,,1,0,6,7,,,
23091,ANDREY,3,0,CREEPERCRAFTYT20,,CTLATAM Promesas,November 2021,08/11/2021 21:35:00,Quarter-final,Johann,,1,0,14,1,,,
23092,GRANDDESIGNS,3,1,LOUIE SKOUIE,,Tetris Friendlies,,08/11/2021 23:00:00,,Birbwizard,,1,0,162,240,,,
23093,POLLO,2,3,LUCAS3241,,CTLATAM Mufados,November 2021,08/11/2021 23:00:00,Quarter-final,Tebanoku,,0,1,39,14,,,
23094,KUNFUSINGPOKE,3,2,HEIST,,Tetris Friendlies,,08/11/2021 23:25:00,,Birbwizard,,1,0,9,227,,,
23095,20DAN03,3,1,KINGSMAN,,Tetris Friendlies,,08/11/2021 23:50:00,,Birbwizard,,1,0,125,658,,,
23096,DANVINKI,3,1,TIMMYKIM,,Tetris Friendlies,,09/11/2021 00:15:00,,Birbwizard,,1,0,153,141,,,
23097,MARTS,3,0,RICHARD WOLF VI,,Tetris Friendlies,,09/11/2021 00:40:00,,Birbwizard,,1,0,865,86,,,
23098,TOBEGH3,3,2,ELPAILTEM,,Tetris Friendlies,,09/11/2021 01:05:00,,Birbwizard,,1,0,75,403,,,
23099,SOMALIAN,3,2,DEEWEE,,Tetris Friendlies,,09/11/2021 01:30:00,,Birbwizard,,1,0,357,124,,,
23100,PENGUINPANIC,3,0,BMAC,,Tetris Friendlies,,09/11/2021 01:55:00,,Birbwizard,,1,0,255,261,,,
23101,HEIST,3,2,POLLO,,Elo Battles,,09/11/2021 17:40:00,,Marts,,1,0,228,40,,,
23102,XENOPHILIUS,3,1,SOMALIAN,,Elo Battles,,09/11/2021 18:00:00,,Marts,,1,0,16,358,,,
23103,THREESTWOS,0,3,PENGUINPANIC,,Elo Battles,,09/11/2021 18:25:00,,Marts,,0,1,28,256,,,
23104,BOXIE,2,3,SARGIN,,Elo Battles,,09/11/2021 18:55:00,,Marts,,0,1,495,2,,,
23105,BOXIE,2,3,KAELGEN,,Elo Battles,,09/11/2021 19:25:00,,Marts,,0,1,496,61,,,
23106,TOURIST,3,1,WOLFLORD,,Elo Battles,,09/11/2021 19:55:00,,Marts,,1,0,140,44,,,
23107,KAELGEN,1,3,INSANISO,,Elo Battles,,09/11/2021 20:25:00,,Marts,,0,1,62,96,,,
23108,ZELAZOWY,4,3,GRESIU,,Poland League,,10/11/2021 17:20:00,Division 3,Mleczak,,1,0,5,4,,,
23109,VACHETBEASTY,3,1,WOLFLORD,,Champions Summit,6/7,10/11/2021 18:00:00,Round 1,Sunny,,1,0,179,45,,,
23110,POOP_CAT,4,1,DDUR,,Poland League,,10/11/2021 18:30:00,Division 4B,Mleczak,,1,0,2,2,,,
23111,ATALITO,3,1,SIXFOUR,,Champions Summit,6/7,10/11/2021 20:35:00,Round 1,Sunny,,1,0,76,200,,,
23112,OUTCAST,0,3,PENGUINPANIC,,Champions Summit,6/7,10/11/2021 21:10:00,Round 1,Sunny,,0,1,36,257,,,
23113,SZYMEN,4,3,GRESIU,,Poland League,,11/11/2021 17:30:00,Division 3,Dobryczlek,,1,0,18,5,,,
23114,JOACOZEP,3,2,LIMAO,,CTLATAM Mufados,November 2021,11/11/2021 19:00:00,Quarter-final,Joacozep,,1,0,130,23,,,
23115,JEDI GRZYB,4,3,WHITE MONSTER,,Poland League,,11/11/2021 21:00:00,Division 4A,Swidr,,1,0,1,8,,,
23116,INSANISO,2,3,SARGIN,,The Elo Clash,,12/11/2021 19:00:00,,Sirmaser,,0,1,97,3,,,
23117,JAZON,4,2,RURCZAK,,Poland League,,12/11/2021 19:00:00,Division 2,Swidr,,1,0,4,50,,,
23118,HEIST,0,3,20DAN03,,The Elo Clash,,12/11/2021 19:15:00,,Sirmaser,,0,1,229,126,,,
23119,INSANISO,1,3,MARTS,,The Elo Clash,,12/11/2021 19:25:00,,Sirmaser,,0,1,98,866,,,
23120,HEIST,2,3,ELPAILTEM,,The Elo Clash,,12/11/2021 19:40:00,,Sirmaser,,0,1,230,404,,,
23121,BOXIE,1,3,TOBEGH3,,The Elo Clash,,12/11/2021 19:55:00,,Sirmaser,,0,1,497,76,,,
23122,KAELGEN,3,2,20DAN03,,The Elo Clash,,12/11/2021 20:00:00,,Sirmaser,,1,0,63,127,,,
23123,KAELGEN,2,3,TOBEGH3,,The Elo Clash,,12/11/2021 20:40:00,,Sirmaser,,0,1,64,77,,,
23124,ELIWA,1,3,BOXIE,,Champions Summit,4/5,12/11/2021 21:00:00,Round 1,Birbwizard,,0,1,60,498,,,
23125,PENGUINPANIC,3,0,TOURIST,,The Elo Clash,,12/11/2021 21:00:00,,Sirmaser,,1,0,258,141,,,
23126,SCAMPER9,2,3,SOMALIAN,,The Elo Clash,,12/11/2021 21:00:00,,Sirmaser,,0,1,314,359,,,
23127,PENGUINPANIC,3,2,TOURIST,,The Elo Clash,,12/11/2021 21:15:00,,Sirmaser,,1,0,259,142,,,
23128,SCAMPER9,3,0,ELPAILTEM,,The Elo Clash,,12/11/2021 21:30:00,,Sirmaser,,1,0,315,405,,,
23129,BLARGMEISTER,3,0,MRFAQ,,Champions Summit,4/5,12/11/2021 21:55:00,Round 1,Birbwizard,,1,0,137,146,,,
23130,SCAMPER9,3,0,POOPYOLDHAG,,The Elo Clash,,12/11/2021 21:55:00,,Sirmaser,,1,0,316,198,,,
23131,XENOPHILIUS,3,2,SVNESTRIS,,Tetris Friendlies,,12/11/2021 22:00:00,,Kingsman,,1,0,17,11,,,
23132,MCKICKASS,3,0,GEOWOLF,,Tetris Friendlies,,12/11/2021 22:25:00,,Kingsman,,1,0,58,1,,,
23133,MELHK,1,3,TSTORM,,Champions Summit,4/5,12/11/2021 22:35:00,Round 1,Birbwizard,,0,1,27,163,,,
23134,IANKEITH,3,2,ELPAILTEM,,Tetris Friendlies,,12/11/2021 22:50:00,,Kingsman,,1,0,122,406,,,
23135,PENGUINPANIC,3,1,GRANDDESIGNS,,Tetris Friendlies,,12/11/2021 23:15:00,,Kingsman,,1,0,260,163,,,
23136,IANKEITH,3,0,PENGUINPANIC,,Tetris Friendlies,,12/11/2021 23:40:00,,Kingsman,,1,0,123,261,,,
23137,DEEWEE,3,0,JOHANN,,Tetris Friendlies,,13/11/2021 00:05:00,,Kingsman,,1,0,125,302,,,
23138,HEIST,3,1,KUNFUSINGPOKE,,Tetris Friendlies,,13/11/2021 00:30:00,,Kingsman,,1,0,231,10,,,
23139,TRAPZONE,3,2,DANVINKI,,Tetris Friendlies,,13/11/2021 00:55:00,,Kingsman,,1,0,213,154,,,
23140,MARTS,3,1,FRENCHIESTFRIE,,Tetris Friendlies,,13/11/2021 01:20:00,,Kingsman,,1,0,867,3,,,
23141,MILO,3,1,PRIMERTECH,,Tetris Friendlies,,13/11/2021 01:45:00,,Kingsman,,1,0,150,2,,,
23142,ANGRYRORO,3,2,LOUIE SKOUIE,,Tetris Friendlies,,13/11/2021 02:10:00,,Kingsman,,1,0,132,241,,,
23143,SUPERMINES,3,0,SOMALIAN,,Tetris Friendlies,,13/11/2021 02:35:00,,Kingsman,,1,0,13,360,,,
23144,MALAYA,3,1,SAUCE,,Champions Summit,6/7,13/11/2021 12:40:00,Round 1,Blargmeister,,1,0,25,127,,,
23145,ATALITO,3,2,PENGUINPANIC,,Champions Summit,6/7,13/11/2021 17:00:00,Semi-Final,Sunny,,1,0,77,262,,,
23146,ELPAILTEM,0,3,SAMTHESPEEDRUNNER,,NTSC BeNeLux Cup,2021,13/11/2021 19:05:00,Group B,Ctbenelux,,0,1,407,33,,,
23147,HANA,2,3,20DAN03,,Peyton's Playhouse,November 13th,13/11/2021 19:16:00,Match 1,Peyton/Frenchie,,0,1,57,128,,,
23148,JAZZTHIEF,0,3,MAIWINGKOS,,NTSC BeNeLux Cup,2021,13/11/2021 19:25:00,Group B,Ctbenelux,,0,1,68,79,,,
23149,IANKEITH,3,0,20DAN03,,Peyton's Playhouse,November 13th,13/11/2021 19:39:00,Match 2,Peyton/Frenchie,,1,0,124,129,,,
23150,ELPAILTEM,0,3,MAIWINGKOS,,NTSC BeNeLux Cup,2021,13/11/2021 19:55:00,Group B,Ctbenelux,,0,1,408,80,,,
23151,HEIST,2,3,TSTORM,,Peyton's Playhouse,November 13th,13/11/2021 20:00:00,Match 3,Peyton/Frenchie,,0,1,232,164,,,
23152,MELONSODA,0,3,SIDNEV,,Peyton's Playhouse,November 13th,13/11/2021 20:02:00,Match 4,Peyton/Frenchie,,0,1,144,162,,,
23153,JAZZTHIEF,0,3,SAMTHESPEEDRUNNER,,NTSC BeNeLux Cup,2021,13/11/2021 20:15:00,Group B,Ctbenelux,,0,1,69,34,,,
23154,JAZZTHIEF,3,2,ELPAILTEM,,NTSC BeNeLux Cup,2021,13/11/2021 20:30:00,Group B,Ctbenelux,,1,0,70,409,,,
23155,GALOOMBA,1,3,BLARGMEISTER,,Champions Summit,4/5,13/11/2021 20:45:00,Semi-Final,Tugi,,0,1,235,138,,,
23156,EVESY,3,2,MARTS,,Peyton's Playhouse,November 13th,13/11/2021 21:02:00,Match 5,Peyton/Frenchie,,1,0,99,868,,,
23157,SAMTHESPEEDRUNNER,3,2,MAIWINGKOS,,NTSC BeNeLux Cup,2021,13/11/2021 21:10:00,Group B,Ctbenelux,,1,0,35,81,,,
23158,BOXIE,1,3,TSTORM,,Champions Summit,4/5,13/11/2021 21:20:00,Semi-Final,Tugi,,0,1,499,165,,,
23159,TSTORM,0,3,BLARGMEISTER,,Champions Summit,4/5,13/11/2021 22:00:00,Final,Tugi,,0,1,166,139,,,
23160,WIDE,2,3,PENGUINPANIC,,Peyton's Playhouse,November 13th,13/11/2021 22:12:00,Match 6,Peyton/Frenchie,,0,1,129,263,,,
23161,NIGHT,0,3,SIDNEV,,Peyton's Playhouse,November 13th,13/11/2021 22:42:00,Match 7,Peyton/Frenchie,,0,1,339,163,,,
23162,CHILLER,2,3,IANKEITH,,Peyton's Playhouse,November 13th,13/11/2021 23:42:00,Match 9,Peyton/Frenchie,,0,1,98,125,,,
23163,MALAYA,3,0,VACHETBEASTY,,Champions Summit,6/7,14/11/2021 15:00:00,Semi-Final,Sunny,,1,0,26,180,,,
23164,MLECZAK,4,2,IBALL,,Poland League,,14/11/2021 17:30:00,Division 1,Swidr,,1,0,201,16,,,
23165,JOSEPH,3,2,RUINS,,CTWC,2021,14/11/2021 20:00:00,Quarter-Final,Classictetris,,1,0,92,19,,,
23166,TETRISTIME,0,3,HUFFULUFUGUS,,CTWC,2021,14/11/2021 21:00:00,Quarter-Final,Classictetris,,0,1,311,222,,,
23167,DOG,3,1,TRISTOP,,CTWC,2021,14/11/2021 22:00:00,Quarter-Final,Classictetris,,1,0,295,363,,,
23168,NENU,0,3,PIXELANDY,,CTWC,2021,14/11/2021 23:00:00,Quarter-Final,Classictetris,,0,1,253,241,,,
23169,JOSEPH,2,3,HUFFULUFUGUS,,CTWC,2021,15/11/2021 00:00:00,Semi-Final,Classictetris,,0,1,93,223,,,
23170,DOG,3,1,PIXELANDY,,CTWC,2021,15/11/2021 01:00:00,Semi-Final,Classictetris,,1,0,296,242,,,
23171,HUFFULUFUGUS,1,3,DOG,,CTWC,2021,15/11/2021 02:00:00,Final,Classictetris,,0,1,224,297,,,
23172,JAZON,4,3,CARDEK,,Poland League,,15/11/2021 19:00:00,Division 2,Swidr,,1,0,5,78,,,
23173,LOUIE SKOUIE,3,0,GRANDDESIGNS,,Tetris Friendlies,,15/11/2021 23:00:00,,Birbwizard,,1,0,242,164,,,
23174,PENGUINPANIC,3,1,MILO,,Tetris Friendlies,,15/11/2021 23:25:00,,Birbwizard,,1,0,264,151,,,
23175,ANGRYRORO,3,2,MARTS,,Tetris Friendlies,,15/11/2021 23:50:00,,Birbwizard,,1,0,133,869,,,
23176,KUNFUSINGPOKE,3,1,HEIST,,Tetris Friendlies,,16/11/2021 00:15:00,,Birbwizard,,1,0,11,233,,,
23177,BOXIE,3,0,LIMAO,,Tetris Friendlies,,16/11/2021 00:40:00,,Birbwizard,,1,0,500,24,,,
23178,TSTORM,3,0,IANNIBBA,,Tetris Friendlies,,16/11/2021 01:05:00,,Birbwizard,,1,0,167,111,,,
23179,BMAC,3,2,KINGSMAN,,Tetris Friendlies,,16/11/2021 01:30:00,,Birbwizard,,1,0,262,659,,,
23180,LOUIE SKOUIE,3,2,HANA,,Tetris Friendlies,,16/11/2021 01:55:00,,Birbwizard,,1,0,243,58,,,
23181,POOP_CAT,4,3,GOSCIU,,Poland League,,16/11/2021 22:00:00,Division 4B,Swidr,,1,0,3,1,,,
23182,KRZYWY,4,2,ZELAZOWY,,Poland League,,17/11/2021 18:30:00,Division 3,Bakadrian,,1,0,17,6,,,
23183,NISHI,4,1,JEDI GRZYB,,Poland League,,17/11/2021 19:30:00,Division 4A,Bakadrian,,1,0,16,2,,,
23184,NEWCAT07,4,3,JEDI GRZYB,,Poland League,,17/11/2021 20:15:00,Division 4A,Cwiekoszczak,,1,0,8,3,,,
23185,DAWIDKBC,3,1,HUBERTUS,,Poland League,,17/11/2021 20:37:00,Rookie Division,Cwiekoszczak,,1,0,1,2,,,
23186,KUNFUSINGPOKE,3,0,DEEWEE,,Elo Battles,,17/11/2021 21:05:00,,Johann,,1,0,12,126,,,
23187,BAKADRIAN,4,0,DON LOOZ,,Poland League,,17/11/2021 21:10:00,Division 4B,Cwiekoszczak,,1,0,3,1,,,
23188,IANKEITH,0,3,TOBEGH3,,Elo Battles,,17/11/2021 21:15:00,,Johann,,0,1,126,78,,,
23189,KUNFUSINGPOKE,3,2,DEEWEE,,Elo Battles,,17/11/2021 21:15:00,,Johann,,1,0,13,127,,,
23190,LOUIE SKOUIE,3,2,PENGUINPANIC,,Elo Battles,,17/11/2021 21:45:00,,Johann,,1,0,244,265,,,
23191,SOMALIAN,3,1,TOBEGH3,,Elo Battles,,17/11/2021 21:50:00,,Johann,,1,0,361,79,,,
23192,TOURIST,2,3,POOPYOLDHAG,,Elo Battles,,17/11/2021 22:20:00,,Johann,,0,1,143,199,,,
23193,BOXIE,3,1,LOUIE SKOUIE,,Elo Battles,,17/11/2021 22:35:00,,Johann,,1,0,501,245,,,
23194,TOURIST,3,0,MARTS,,Elo Battles,,17/11/2021 22:50:00,,Johann,,1,0,144,870,,,
23195,POOPYOLDHAG,1,3,HEIST,,Elo Battles,,17/11/2021 23:00:00,,Johann,,0,1,200,234,,,
23196,SZYMEN,3,1,MARTS,,Elo Battles,,17/11/2021 23:10:00,,Johann,,1,0,19,871,,,
23197,BOXIE,1,3,HEIST,,Elo Battles,,17/11/2021 23:30:00,,Johann,,0,1,502,235,,,
23198,SAUCE,2,3,REALLYSATCH,,Eat Sauce's Elo,,19/11/2021 14:40:00,,Maxout Club,,0,1,128,13,,,
23199,REALLYSATCH,3,0,SAUCE,,Eat Sauce's Elo,,19/11/2021 15:10:00,,Maxout Club,,1,0,14,129,,,
23200,SAUCE,3,2,REALLYSATCH,,Eat Sauce's Elo,,19/11/2021 15:24:00,,Maxout Club,,1,0,130,15,,,
23201,ATALITO,2,3,BOXIE,,The Elo Clash,,19/11/2021 19:00:00,,Sirmaser,,0,1,78,503,,,
23202,IBALL,4,1,JAKUB,,Poland League,,19/11/2021 19:00:00,Division 1,Swidr,,1,0,17,83,,,
23203,LOUIE SKOUIE,1,3,XILE,,The Elo Clash,,19/11/2021 19:00:00,,Sirmaser,,0,1,246,127,,,
23204,LOUIE SKOUIE,2,3,TOBEGH3,,The Elo Clash,,19/11/2021 19:30:00,,Sirmaser,,0,1,247,80,,,
23205,LIMAO,1,3,TOURIST,,The Elo Clash,,19/11/2021 19:40:00,,Sirmaser,,0,1,25,145,,,
23206,GRESIU,4,2,PYREK,,Poland League,,19/11/2021 20:00:00,Division 3,Swidr,,1,0,6,3,,,
23207,LIMAO,3,0,ATALITO,,The Elo Clash,,19/11/2021 20:10:00,,Sirmaser,,1,0,26,79,,,
23208,POLLO,3,1,PENGUINPANIC,,The Elo Clash,,19/11/2021 20:20:00,,Sirmaser,,1,0,41,266,,,
23209,OSCAR,2,3,BOXIE,,The Elo Clash,,19/11/2021 20:25:00,,Sirmaser,,0,1,62,504,,,
23210,POLLO,0,3,POOPYOLDHAG,,The Elo Clash,,19/11/2021 21:05:00,,Sirmaser,,0,1,42,201,,,
23211,OSCAR,3,1,HEIST,,The Elo Clash,,19/11/2021 21:10:00,,Sirmaser,,1,0,63,236,,,
23212,DEEWEE,3,1,ELPAILTEM,,The Elo Clash,,19/11/2021 21:35:00,,Sirmaser,,1,0,128,410,,,
23213,POOPYOLDHAG,2,3,HEIST,,The Elo Clash,,19/11/2021 21:45:00,,Sirmaser,,0,1,202,237,,,
23214,DEEWEE,3,0,HEIST,,The Elo Clash,,19/11/2021 22:20:00,,Sirmaser,,1,0,129,238,,,
23215,KUBOXXXXX,4,3,KRZYWY,,Poland League,,19/11/2021 22:40:00,Division 3,Mleczak,,1,0,47,18,,,
23216,SVNESTRIS,3,2,BOXIE,,Tetris Friendlies,,19/11/2021 23:00:00,,Kingsman,,1,0,12,505,,,
23217,TUGI,3,1,TETRISTIME,,Tetris Friendlies,,19/11/2021 23:25:00,,Kingsman,,1,0,245,312,,,
23218,SUNNY,3,1,MCKICKASS,,Tetris Friendlies,,19/11/2021 23:50:00,,Kingsman,,1,0,62,59,,,
23219,PEYTON,3,1,KUNFUSINGPOKE,,Tetris Friendlies,,20/11/2021 00:15:00,,Kingsman,,1,0,191,14,,,
23220,LIMAO,3,1,LOUIE SKOUIE,,Tetris Friendlies,,20/11/2021 00:40:00,,Kingsman,,1,0,27,248,,,
23221,MATT MARTIN,3,0,MARTS,,Tetris Friendlies,,20/11/2021 01:05:00,,Kingsman,,1,0,75,872,,,
23222,SOMALIAN,3,0,XENOPHILIUS,,Tetris Friendlies,,20/11/2021 01:30:00,,Kingsman,,1,0,362,18,,,
23223,IANNIBBA,3,0,TSTORM,,Tetris Friendlies,,20/11/2021 01:55:00,,Kingsman,,1,0,112,168,,,
23224,FUR OF KITTEN,3,1,NIGHT,,Tetris Friendlies,,20/11/2021 02:20:00,,Kingsman,,1,0,34,340,,,
23225,MELONSODA,3,2,TIMMYKIM,,Tetris Friendlies,,20/11/2021 02:45:00,,Kingsman,,1,0,145,142,,,
23226,ATALITO,3,1,MALAYA,,Champions Summit,6/7,20/11/2021 07:05:00,Final,Tugi,,1,0,80,27,,,
23227,REALLYSATCH,3,0,SAUCE,,Eat Sauce's Elo,,20/11/2021 13:16:00,,Maxout Club,,1,0,16,131,,,
23228,SAUCE,3,2,REALLYSATCH,,Eat Sauce's Elo,,20/11/2021 13:25:00,,Maxout Club,,1,0,132,17,,,
23229,SAUCE,3,2,REALLYSATCH,,Eat Sauce's Elo,,20/11/2021 13:35:00,,Maxout Club,,1,0,133,18,,,
23230,SAUCE,3,0,REALLYSATCH,,Eat Sauce's Elo,,20/11/2021 13:51:00,,Maxout Club,,1,0,134,19,,,
23231,SAUCE,2,3,REALLYSATCH,,Eat Sauce's Elo,,20/11/2021 13:57:00,,Maxout Club,,0,1,135,20,,,
23232,PSASZ100,3,1,CHRIS JARZYNA,,Poland League,,20/11/2021 14:00:00,Rookie Division,Dobryczlek,,1,0,2,2,,,
